"Name","Review Content","Date","Rating","Mercure Hotel"
"Splendid stay","The Stratos was amazing, best view in town. Dinner was great at pantry. Love the new drink options. Professional service at front desk, complements to Jurgen and Joice. I wish the stay was longer. Will cone with my family next time. Thank you.","Date of stay: September 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Great and fun","The overall stay was excellent, there was just a slow service on the room service. Food was fantastic and well presented. Staff were very polite and generous and the place is safe and well secured. Located well in the city.","Date of stay: September 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Good service and food","Shahid was an amazing waiter. He paid attention to us and the food was great. I ordered an oxtail and strawberry daiquiri and it was amazing. The views were also splendid, and the music was lively.  In addition to this, Shanice was an excellent hostess and paid attention to us.","Date of stay: July 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"It was lovely i loved the food and the service","Silvia what a waiter . Her service was superb.  She is professional , Kind and very caring , i would recommend my friend to be served by Silvia should the come to Pantry , it was delightful day for me at pantry thanks to silvia . If it were up to me i would vote her Employee of the Month and year .","Date of stay: July 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Shanice! Shanice! Shanice! 😇","Shanice was very welcoming and such a great hostess. The view is out of this world, beautiful and breathtaking. I had a salmon fish and it was delicious. I really enjoyed the strictly soul they had Saturday,great music. All the waitors were nice. Keanu, Jerry, Sammy, Ray as well.","Date of stay: November 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Excellent","I have experienced an excellent service, with a very efficient, friendly and available staff. From check in to check out, nothing to cpmplain about. An experience to repeat an recommend. I enjoyed the stay although it was short, it was beneficial.","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Nice rooftop with an awesome view","I went to the rooftop bar with two friends of mine and we had a really good time. The view was amazing! We saw the sunset, what made the atmosphere awesome!! Our waiter was really nice, unfortunately I don't know how to write his name...maybe sheid :-)We had a great evening!","Date of stay: January 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Stratos bar","We had great kapana yesterday. Great people especially Shahid and the hostess shanice. They were very welcoming. I felt at home. Nice cold Beers.  The refills kept coming. Can't wait to come back. Definitely coming back.","Date of stay: June 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Komfortabel aber unpersönlich","Das Hotel liegt mitten im Zentrum, alles ist zu Fuß zu erreichen, Sehenswürdigkeiten, Geschäfte, Restaurants. Dabei sollte man jedoch nicht vergessen, dass samstags ab ca. 14.00 Uhr in Windhoek alles geschlossen ist. Im Restaurant des Hotesls kostet das Abendessen (Büffet) den Festpreis von ca. € 19, sonntags ab ca. € 22. Ungewöhnlich ist, dass die Rezeption im 4. Stock eines Einkaufszentrums liegt und nicht von der Straße aus zu erreichen ist. Praktisch ist der kostenlose Parkplatz im angrenzenden Parkhaus, vom dem aus man direkt ins Hotel gelangt.Unser Zimmer (Nr. 1109) war sehr groß, sehr gut eingerichtet, schönes Bad, Safe, großer Schrank,,, alles vorhanden und sehr sauber.Der Pool auf der Dachterrasse ist absolut unattraktiv, zu klein, unansehnlich.Das Frühstück war wirklich ausgezeichnet, sehr reichhaltig und gut.Zu bemängeln haben wir die totale Anonymität des Hotels, das Personal an der Rezeption, in der Bar, im Restaurant ist unfreundlich, wenig hilfsbereit, sehr umständlich. Kein Lächeln, nicht einmal ein ""hello"" zur Begrüßung.","Date of stay: September 2012This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Une étape parfaite au départ ou à l’arrivée à Windhoek","Nous avons séjourné 1 nuit à notre arrivée à Windhoek. Chambre parfaite, insonorisation, climatisation, 2 lits super confortables très appréciés après une nuit en vol depuis Paris et une journée de transfert depuis JNB. Le top fut le petit déjeuner buffet succulent le lendemain (inclus dans prix si vous passez par centrale de réservation -comme nous-, moins cher que le prix d’une guesthouse). Standard européen-américain mais ne cherchez pas le charme. Wifi payant assez bon débit mais pas cher. Par contre, un seul bémol la réception a très peu de carte d’accès aux chambres ! Un gardien nous a accompagné jusqu’à notre chambre et sommes restés sans carte. Suis descendu à la réception une heure plus tard et ai récupéré une carte. Nous avons pu sortir diner sans problème. Hôtel central, situé dans centre commercial, banque dans le hall, parking sous hôtel mais quartier visiblement « chaud » la nuit avec dames très peu vêtues derrière l’hôtel.","Date of stay: July 2012This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
