"Name","Review Content","Date","Rating","Hilton Hotel"
"Naja","Wegen der Beschreibung sind wir mit grossen Erwartungen gekommen. Wir wurden aber sehr enttäuscht, als wir erst mal 2 h auf unser Zimmer gewartet haben, was während unserer gesamten Namibia Reise nie vorgekommen ist. Das Zimmer war schön und die Aussicht von der Dachterrasse toll, würden aber wohl trotzdem kein zweites Mal dort hin.","Date of stay: August 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"Een aangenaam verblijf gehad","Ik heb een week in dit hotel verbleven en was zeer tevreden.Checkin verliep zeer vlotjes. Had eerst een kamer langs een constructie site maar heb zonder probleem een andere kamer gekregen.De kamers zelf hier en daar een beetje afgeleefd maar nog steeds zeer ok. Het ontbijt is zeer goed en heb er elke morgen van genoten.Hebben zelfs een ontbijt-box ontvangen bij een vroeg vertrek.In het algemeen is het personeel super vriendelijk en zeer behulpzaam.Mis zeker de pool area en bar niet, aangenaam om te vertoeven.Zeer jammer is de te betalen wifi, in 2016 zou dit gerust gratis mogen zijn.Pluspunten: personeel, ontbijt, serviceMinpunten: wifi te betalen, dunne muren voor lawaai","Date of stay: April 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Probably best in Windoek but out of international Standards","I will say that it is a good choice while visiting Windoek. It deserves 5 stars for Namibia standards but 4 stars for European standards. No fresh orange juice, nothing special for breakfast and quite slow at front desk. A tip if you are gone to stay there is that you make your booking from Booking.com as if you done directly through Hilton it will cost you 30%. More.","Date of stay: February 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"Gutes Hotel, Standard lässt nach","Ich bin dieses Jahr zum 3. Mal im Hilton Windhoek, daher habe ich einen guten Vergleich. Es ist noch immer ein sehr schönes Hotel, vor allem die tolle Dachterrasse mit Skybar und Pool lädt zum Entspannen ein. Die Zimmer sind schön und haben unheimlich komfortable Betten, allerdings hat die Sauberkeit nachgelassen. Im Zimmer liegt Teppichboden, auf dem ich leider einiges an Schmutz gefunden habe. Leider auch Staub an einigen Stellen und die Minibar war ebenfalls nicht sauber. Das Personal ist in der Regel sehr nett und engagiert, aber auch hier lässt die Motivation zeitweise nach.","Date of stay: December 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Bom hotel com excelente localização","Boas acomodações,acredito que seja um dos melhores de Windhoek,cafe da manha muito bom e o restaurante também,mas melhor nos jantares.Academia e piscina ficam no ultimo andar,quartos muito confortáveis e espaçosos,valeu o que cobraram.Tive apenas um problema que um funcionário do hotel me indicou uma agencia de viagens de nome Blue crane safaris e tive seríssimos problemas com eles,ate me enviaram um carro com parabrisa trincado,evitem essa companhia de turismo,sao verdadeiros vigaristas,evitem esta agencia.Mais uma coisa a acrescentar é que se você entrar na rede do hotel eles cobram wifi,uma atitude hoje em dia totalmente antipática,por favor cobrem o wifi já na diária,cuidado com isto.","Date of stay: August 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Horrendous","If you have travelled even infrequently you will spot that this is a far cry from Hiltons elsewhere. It's a soulless, unloved, corporate hotel with bored and disinterested staff, service station food and a noisy bar that is busy with locals and pumps music loud and late. I had to remind myself, working through the incessant pump of the music, that I was paying to stay here. Good location, but that's all. Windhoek is tiny, stay elsewhere and travel two minutes longer.","Date of stay: April 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Hilton Hotel"
"good hotel for business","A great hotel for night if you are on business. Clean helpful staff. Best place to stay in town that has very little else to offer.The food is what you should become to expect of a Hilton lots of choice  and well prepared. A great breakfast. Pool area is a nice place to chill out .","Date of stay: February 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"Hilton Stay Dec 2014","I booked our stay at the Hilton in August 2014 and was really looking forward to 5* accommodation....to our disappointment.  The rooms we were allocated was not next to or even  close to each other...this after I had informed them that I have a 1.5 and 4yr old that would be sharing a room with my mother.On top of that - we get into Namibia at over 35"" heat and there is NO WATER in the rooms. When we called housekeeping - we were told that they were ""out of stock""....REALLY??????Hilton did try and make up for it by relocating us to a Superior room on another floor with the children closer, but the after taste of the supposedly 5* hasn't left...","Date of stay: December 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"Only decent hotel in Windhoek","There are lots of nice guest houses in Windhoek where you can stay at a decent cost.  But since it opened a few years ago, the Hilton is really the only decent hotel -- better that the Windhoek Country Club (a bit out of the city), better than the Kalahari Sands (now a bit dated), and certainly better than the Safari Court (a bit of a dump).  I've stayed at the Hilton for a number of multiple week visits over the last few years. It's not perfect.  The service could be better in some ways, especially the cleaning of rooms.  But the Executive Lounge is quite pleasant, with a wonderful fellow by the name of 'Privilege' (seriously!) taking good care of you, and free drinks after 6 pm.  All in all, a nice hotel experience with better than average sized and modern rooms that are being adequately maintained.","Date of stay: October 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Bon standard","Standard européen, chambre agréable, calme. Restaurant très correcte, sky bar très sympa pour coucher de soleil. Fitness center ok, une seule machine ayant une télé fonctionnant. Piscine parfaite pour faire des longueurs. Points négatifs: internet. Wifi non gratuit, 20$ les 24h et ne fonctionne quasiment pas! Difficile de récupérer ses emails, consulter le web. Plus de 5minutes pour afficher la page d'accueil Google. Inacceptable dans ce genre d'hôtel en voyage d'affaire... Personnel très agréable.","Date of stay: August 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
